Date,High,Low,Open,Close,Volume,Adj Close
2019-06-10,170.22000122070312,167.8699951171875,168.11000061035156,168.2899932861328,2257600.0,159.39744567871094
2019-06-11,170.36000061035156,168.5,169.91000366210938,168.91000366210938,2227200.0,159.9846954345703
2019-06-12,170.14999389648438,168.58999633789062,169.8699951171875,169.00999450683594,2166400.0,160.0794219970703
2019-06-13,169.89999389648438,167.8699951171875,169.36000061035156,168.85000610351562,2141500.0,159.92787170410156
2019-06-14,168.25,166.0500030517578,168.24000549316406,166.69000244140625,2719200.0,157.8820037841797
2019-06-17,167.42999267578125,166.4600067138672,167.10000610351562,166.77999877929688,1783300.0,157.96725463867188
2019-06-18,172.27000427246094,167.57000732421875,167.85000610351562,171.86000061035156,3623000.0,162.77882385253906
2019-06-19,172.80999755859375,170.5399932861328,171.8800048828125,170.75,2777400.0,161.72747802734375
2019-06-20,174.27999877929688,171.6999969482422,172.8699951171875,173.94000244140625,3064200.0,164.7489013671875
2019-06-21,174.55999755859375,172.6300048828125,173.75,173.35000610351562,4880800.0,164.19007873535156
2019-06-24,174.33999633789062,173.33999633789062,173.35000610351562,173.3800048828125,2711900.0,164.218505859375
2019-06-25,173.38999938964844,171.27999877929688,173.25,172.02999877929688,2733200.0,162.93983459472656
2019-06-26,173.24000549316406,171.72000122070312,172.35000610351562,171.8800048828125,1812200.0,162.79776000976562
2019-06-27,172.7899932861328,170.64999389648438,172.50999450683594,171.5,1718500.0,162.43785095214844
2019-06-28,174.3699951171875,171.77000427246094,171.85000610351562,173.33999633789062,3600800.0,164.1806182861328
2019-07-01,175.77999877929688,173.52000427246094,175.4600067138672,174.50999450683594,2106700.0,165.28878784179688
2019-07-02,175.10000610351562,173.07000732421875,175.10000610351562,174.02000427246094,1555400.0,164.82469177246094
2019-07-03,175.0399932861328,172.92999267578125,174.1699981689453,174.97999572753906,1170700.0,165.7339324951172
2019-07-05,173.27999877929688,169.72999572753906,173.0,172.0,1740500.0,162.91143798828125
2019-07-08,170.47999572753906,168.77000427246094,169.9199981689453,169.19000244140625,2285300.0,160.24990844726562
2019-07-09,167.4499969482422,164.2899932861328,166.82000732421875,165.6999969482422,4536100.0,156.94432067871094
2019-07-10,167.32000732421875,165.57000732421875,166.19000244140625,165.6999969482422,2661700.0,156.94432067871094
2019-07-11,169.08999633789062,165.8699951171875,166.3000030517578,169.0399932861328,2814800.0,160.10781860351562
2019-07-12,173.36000061035156,169.25,170.10000610351562,173.33999633789062,3160700.0,164.1806182861328
2019-07-15,174.25,171.2100067138672,173.3800048828125,172.83999633789062,2187500.0,163.70701599121094
2019-07-16,177.25,172.72000122070312,172.75,176.49000549316406,3918900.0,167.16416931152344
2019-07-17,176.49000549316406,174.10000610351562,176.35000610351562,174.6699981689453,2947400.0,165.44033813476562
2019-07-18,175.13999938964844,172.39999389648438,174.4199981689453,173.05999755859375,2221800.0,163.91542053222656
2019-07-19,173.99000549316406,172.2100067138672,173.00999450683594,172.61000061035156,2360300.0,163.48919677734375
2019-07-22,175.2100067138672,172.1300048828125,172.80999755859375,174.63999938964844,2004400.0,165.41192626953125
2019-07-23,178.02000427246094,175.64999389648438,176.0,177.52000427246094,2360700.0,168.13973999023438
2019-07-24,180.2899932861328,176.25999450683594,176.92999267578125,179.4199981689453,3532300.0,169.93934631347656
2019-07-25,187.72000122070312,176.66000366210938,187.00999450683594,178.1300048828125,7362000.0,168.71749877929688
2019-07-26,178.38999938964844,170.57000732421875,177.6300048828125,173.97999572753906,4016100.0,164.78680419921875
2019-07-29,177.6199951171875,173.66000366210938,173.8300018310547,176.75999450683594,2638900.0,167.41990661621094
2019-07-30,177.80999755859375,173.8000030517578,175.66000366210938,177.6300048828125,1978900.0,168.24392700195312
2019-07-31,178.02000427246094,173.39999389648438,177.64999389648438,174.72000122070312,3015800.0,165.48768615722656
2019-08-01,177.6699981689453,173.02999877929688,174.7899932861328,173.36000061035156,2381200.0,164.19955444335938
2019-08-02,172.9199981689453,169.80999755859375,172.86000061035156,170.5500030517578,2423100.0,161.5380401611328
2019-08-05,169.02000427246094,164.4199981689453,168.9499969482422,164.7100067138672,2894700.0,156.0066375732422
2019-08-06,165.47999572753906,162.89999389648438,164.82000732421875,163.7100067138672,3494800.0,155.0594940185547
2019-08-07,163.9499969482422,158.0399932861328,162.0,163.63999938964844,5993200.0,154.9931640625
2019-08-08,165.49000549316406,163.5500030517578,164.3699951171875,164.22000122070312,3260100.0,155.5425262451172
2019-08-09,164.75,162.02999877929688,164.5399932861328,163.47000122070312,1582100.0,154.8321533203125
2019-08-12,164.77999877929688,161.5500030517578,163.02000427246094,162.10000610351562,1473800.0,153.5345458984375
2019-08-13,167.8800048828125,162.14999389648438,162.55999755859375,164.8800048828125,3244600.0,156.1676483154297
2019-08-14,162.8699951171875,158.6699981689453,162.5,158.80999755859375,4056100.0,150.4183807373047
2019-08-15,159.6999969482422,155.6300048828125,158.05999755859375,156.83999633789062,4452700.0,149.91180419921875
2019-08-16,161.91000366210938,157.4499969482422,157.83999633789062,161.5,3481800.0,154.36593627929688
2019-08-19,163.9499969482422,161.77999877929688,163.7100067138672,162.9499969482422,3198000.0,155.7519073486328
2019-08-20,163.11000061035156,160.9600067138672,163.11000061035156,161.00999450683594,2061700.0,153.89759826660156
2019-08-21,163.64999389648438,161.0500030517578,162.69000244140625,161.14999389648438,1623600.0,154.03138732910156
2019-08-22,162.92999267578125,160.14999389648438,162.0,160.8800048828125,1441600.0,153.77334594726562
2019-08-23,160.35000610351562,155.27000427246094,160.0800018310547,155.85000610351562,4223900.0,148.9655303955078
2019-08-26,157.47000122070312,155.0800018310547,157.00999450683594,156.1199951171875,2215300.0,149.2235870361328
2019-08-27,157.47999572753906,155.39999389648438,157.3300018310547,155.75,2281100.0,148.8699493408203
2019-08-28,157.77999877929688,154.0,155.10000610351562,157.5500030517578,2346900.0,150.59042358398438
2019-08-29,161.02999877929688,159.0500030517578,159.3000030517578,160.36000061035156,3170500.0,153.2762908935547
2019-08-30,162.14999389648438,160.41000366210938,161.57000732421875,161.72000122070312,1967000.0,154.57623291015625
2019-09-03,161.6300048828125,157.25999450683594,161.39999389648438,158.63999938964844,1835800.0,151.63229370117188
2019-09-04,160.6300048828125,158.99000549316406,159.8300018310547,160.07000732421875,1506600.0,152.99913024902344
2019-09-05,166.41000366210938,162.38999938964844,162.5,164.22999572753906,2421400.0,156.97535705566406
2019-09-06,164.8800048828125,162.9499969482422,164.63999938964844,163.94000244140625,1762300.0,156.6981658935547
2019-09-09,167.85000610351562,164.69000244140625,165.0,165.94000244140625,3091300.0,158.60983276367188
2019-09-10,169.10000610351562,166.00999450683594,166.16000366210938,168.86000061035156,3240200.0,161.4008331298828
2019-09-11,169.88999938964844,165.3699951171875,169.86000061035156,168.0800018310547,3579100.0,160.65528869628906
2019-09-12,171.85000610351562,168.61000061035156,169.6199951171875,170.5800018310547,2870400.0,163.04486083984375
2019-09-13,172.47999572753906,169.86000061035156,170.58999633789062,171.44000244140625,2534200.0,163.8668670654297
2019-09-16,171.2100067138672,167.91000366210938,171.2100067138672,169.6699981689453,2459300.0,162.175048828125
2019-09-17,168.57000732421875,166.5,167.75999450683594,168.07000732421875,2716400.0,160.64572143554688
2019-09-18,168.0500030517578,165.25,167.61000061035156,167.44000244140625,2096700.0,160.0435791015625
2019-09-19,168.80999755859375,166.91000366210938,167.38999938964844,167.07000732421875,1623000.0,159.68991088867188
2019-09-20,169.1699981689453,166.47999572753906,167.42999267578125,166.75999450683594,3698900.0,159.39361572265625
2019-09-23,167.42999267578125,164.5,165.49000549316406,166.75999450683594,1938600.0,159.39361572265625
2019-09-24,167.5500030517578,164.16000366210938,167.0500030517578,164.74000549316406,2986800.0,157.46282958984375
2019-09-25,164.97999572753906,163.69000244140625,164.75999450683594,164.0,2758200.0,156.75550842285156
2019-09-26,164.41000366210938,162.8000030517578,164.0,163.8300018310547,2763300.0,156.59303283691406
2019-09-27,165.63999938964844,163.52000427246094,164.47999572753906,164.52999877929688,2870300.0,157.26211547851562
2019-09-30,165.57000732421875,163.94000244140625,165.2100067138672,164.39999389648438,2508500.0,157.13783264160156
2019-10-01,165.2100067138672,158.1699981689453,165.0,158.3800048828125,3271500.0,151.38377380371094
2019-10-02,157.22000122070312,154.6300048828125,157.05999755859375,155.64999389648438,2972300.0,148.77435302734375
2019-10-03,155.4600067138672,150.80999755859375,155.13999938964844,155.22999572753906,3025700.0,148.3729248046875
2019-10-04,156.0500030517578,154.39999389648438,155.22999572753906,155.82000732421875,2646400.0,148.93685913085938
2019-10-07,155.35000610351562,153.52000427246094,155.0,153.52000427246094,2471200.0,146.73846435546875
2019-10-08,152.8000030517578,150.5800018310547,152.3300018310547,150.74000549316406,2781800.0,144.08126831054688
2019-10-09,152.44000244140625,150.7899932861328,152.33999633789062,150.99000549316406,3358600.0,144.3202362060547
2019-10-10,153.08999633789062,150.8699951171875,150.9499969482422,152.30999755859375,3192000.0,145.58189392089844
2019-10-11,159.60000610351562,154.11000061035156,154.1300048828125,158.10000610351562,4670200.0,151.11614990234375
2019-10-14,162.38999938964844,157.33999633789062,158.0399932861328,160.50999450683594,3269800.0,153.41969299316406
2019-10-15,164.02000427246094,159.35000610351562,159.35000610351562,162.97999572753906,3098600.0,155.7805633544922
2019-10-16,164.1999969482422,162.1199951171875,163.10000610351562,162.17999267578125,1935200.0,155.01589965820312
2019-10-17,165.49000549316406,163.0800018310547,163.13999938964844,163.5399932861328,1944600.0,156.31582641601562
2019-10-18,164.27000427246094,162.97999572753906,163.55999755859375,163.10000610351562,2693700.0,155.89527893066406
2019-10-21,166.14999389648438,164.75999450683594,165.47000122070312,165.94000244140625,1998600.0,158.60983276367188
2019-10-22,168.91000366210938,165.10000610351562,166.27000427246094,167.5399932861328,2064000.0,160.13912963867188
2019-10-23,168.75999450683594,166.55999755859375,167.41000366210938,168.75999450683594,2712300.0,161.30523681640625
2019-10-24,165.25,159.6300048828125,165.16000366210938,161.88999938964844,5953300.0,154.7387237548828
2019-10-25,167.6300048828125,162.1300048828125,162.50999450683594,166.08999633789062,3104800.0,158.753173828125
2019-10-28,169.7100067138672,166.1999969482422,166.47999572753906,169.05999755859375,3138000.0,161.5919952392578
2019-10-29,169.9499969482422,167.50999450683594,168.02999877929688,168.80999755859375,2669400.0,161.35304260253906
2019-10-30,168.57000732421875,167.02999877929688,168.22999572753906,168.3699951171875,1780400.0,160.93246459960938
2019-10-31,168.55999755859375,163.5500030517578,168.50999450683594,164.99000549316406,2653100.0,157.70179748535156
2019-11-01,170.14999389648438,166.72000122070312,166.94000244140625,170.08999633789062,2467400.0,162.5764923095703
2019-11-04,175.0,171.6199951171875,171.6199951171875,174.89999389648438,4142800.0,167.17401123046875
2019-11-05,175.4600067138672,173.77000427246094,175.0,175.27000427246094,2304400.0,167.52769470214844
2019-11-06,175.0,172.36000061035156,174.91000366210938,174.0,3012900.0,166.3137664794922
2019-11-07,176.7100067138672,173.7899932861328,175.72999572753906,174.52000427246094,3358800.0,166.81080627441406
2019-11-08,174.8699951171875,172.11000061035156,174.5800018310547,173.14999389648438,1615600.0,165.50131225585938
2019-11-11,172.5,169.64999389648438,172.5,170.11000061035156,2664300.0,162.5956268310547
2019-11-12,172.07000732421875,170.02999877929688,170.36000061035156,170.83999633789062,1740400.0,163.29336547851562
2019-11-13,171.38999938964844,169.5800018310547,170.11000061035156,170.5500030517578,1638800.0,163.01617431640625
2019-11-14,172.32000732421875,169.92999267578125,169.97999572753906,170.92999267578125,1613900.0,163.37939453125
2019-11-15,172.69000244140625,171.0399932861328,171.66000366210938,171.8800048828125,2616900.0,164.2874298095703
2019-11-18,171.1999969482422,169.1699981689453,170.7899932861328,170.5399932861328,2364600.0,163.00662231445312
2019-11-19,171.72000122070312,169.52999877929688,171.72000122070312,170.67999267578125,1791800.0,163.14044189453125
2019-11-20,170.0,167.14999389648438,169.7899932861328,167.77000427246094,2689500.0,160.35899353027344
2019-11-21,167.0,164.50999450683594,166.8800048828125,165.13999938964844,3605900.0,159.21170043945312
2019-11-22,167.75,165.0,165.5,167.60000610351562,3268300.0,161.58340454101562
2019-11-25,170.36000061035156,167.8699951171875,168.47000122070312,170.24000549316406,2761900.0,164.1286163330078
2019-11-26,170.25,168.7100067138672,169.8000030517578,169.22999572753906,2610900.0,163.1548614501953
2019-11-27,171.3699951171875,169.50999450683594,170.0,170.61000061035156,1331500.0,164.48533630371094
2019-11-29,170.5800018310547,169.25999450683594,170.42999267578125,169.77000427246094,942500.0,163.6754913330078
2019-12-02,171.6999969482422,168.24000549316406,170.16000366210938,168.27000427246094,2342200.0,162.22933959960938
2019-12-03,166.60000610351562,164.39999389648438,166.5,165.1699981689453,2702000.0,159.2406005859375
2019-12-04,168.8699951171875,166.0,166.4199981689453,167.13999938964844,2139200.0,161.139892578125
2019-12-05,167.8699951171875,162.72000122070312,167.22000122070312,164.3699951171875,3309300.0,158.46934509277344
2019-12-06,171.99000549316406,167.25,167.25,171.47000122070312,3880000.0,165.314453125
2019-12-09,171.25999450683594,168.7899932861328,169.39999389648438,169.8300018310547,2058200.0,163.73333740234375
2019-12-10,169.38999938964844,166.97000122070312,169.1300048828125,167.66000366210938,2670500.0,161.6412353515625
2019-12-11,168.83999633789062,167.3300018310547,168.3800048828125,168.74000549316406,1859000.0,162.68247985839844
2019-12-12,170.85000610351562,166.3300018310547,166.72999572753906,168.55999755859375,2872400.0,162.50892639160156
2019-12-13,171.1199951171875,168.0800018310547,169.6199951171875,168.7899932861328,2098000.0,162.7306671142578
2019-12-16,170.8300018310547,168.19000244140625,168.94000244140625,170.75,2917200.0,164.6203155517578
2019-12-17,171.7899932861328,169.2100067138672,170.35000610351562,169.92999267578125,2672600.0,163.82974243164062
2019-12-18,170.0,168.19000244140625,169.77999877929688,169.02999877929688,2270400.0,162.96205139160156
2019-12-19,172.5800018310547,169.14999389648438,169.6199951171875,172.14999389648438,2757600.0,165.9700469970703
2019-12-20,175.47000122070312,172.1999969482422,174.7899932861328,175.3699951171875,7513000.0,169.07444763183594
2019-12-23,179.17999267578125,176.55999755859375,176.7100067138672,178.47000122070312,4876300.0,172.06317138671875
2019-12-24,178.6699981689453,176.0399932861328,178.27000427246094,176.67999267578125,1259500.0,170.33743286132812
2019-12-26,176.66000366210938,175.5,176.4499969482422,176.58999633789062,1435200.0,170.2506561279297
2019-12-27,177.5399932861328,175.6199951171875,176.64999389648438,177.25999450683594,1472900.0,170.8966064453125
2019-12-30,178.9600067138672,175.58999633789062,177.25999450683594,175.8300018310547,1715100.0,169.5179443359375
2019-12-31,176.58999633789062,175.07000732421875,175.22999572753906,176.4199981689453,1573500.0,170.08677673339844
2020-01-02,180.00999450683594,177.13999938964844,177.67999267578125,180.0,3601700.0,173.53823852539062
2020-01-03,178.66000366210938,175.6300048828125,177.02000427246094,178.4499969482422,2466900.0,172.04388427734375
2020-01-06,178.7100067138672,176.35000610351562,177.14999389648438,178.6199951171875,1998000.0,172.20779418945312
2020-01-07,178.50999450683594,176.82000732421875,178.27999877929688,177.89999389648438,2173000.0,171.5136260986328
2020-01-08,181.5,177.64999389648438,178.0,180.6300048828125,2758300.0,174.14564514160156
2020-01-09,181.58999633789062,179.75999450683594,181.50999450683594,181.1999969482422,2746300.0,174.69517517089844
2020-01-10,182.17999267578125,180.13999938964844,181.61000061035156,180.47000122070312,2103800.0,173.9913787841797
2020-01-13,182.22999572753906,180.36000061035156,180.94000244140625,180.9199981689453,2090800.0,174.4252166748047
2020-01-14,182.5500030517578,180.2100067138672,180.9199981689453,181.3699951171875,2911200.0,174.8590545654297
2020-01-15,181.86000061035156,179.17999267578125,181.4199981689453,179.77999877929688,2482200.0,173.32614135742188
2020-01-16,181.1999969482422,179.69000244140625,180.67999267578125,181.00999450683594,2149900.0,174.51197814941406
2020-01-17,182.14999389648438,180.6999969482422,181.0,181.35000610351562,3690100.0,174.8397979736328
2020-01-21,181.91000366210938,178.6300048828125,181.85000610351562,179.38999938964844,3367700.0,172.95013427734375
2020-01-22,180.57000732421875,177.8800048828125,179.50999450683594,178.02999877929688,2420200.0,171.6389617919922
2020-01-23,178.44000244140625,176.38999938964844,177.07000732421875,177.74000549316406,2358400.0,171.359375
2020-01-24,179.80999755859375,177.52999877929688,178.49000549316406,178.14999389648438,2643100.0,171.75466918945312
2020-01-27,180.58999633789062,175.5399932861328,179.86000061035156,175.6300048828125,4361400.0,169.32513427734375
2020-01-28,172.33999633789062,165.0500030517578,171.89999389648438,165.5800018310547,8920700.0,159.6359100341797
2020-01-29,166.47000122070312,161.52999877929688,166.35000610351562,162.0,5343900.0,156.18441772460938
2020-01-30,162.63999938964844,158.75999450683594,161.0,162.50999450683594,4357100.0,156.67611694335938
2020-01-31,162.64999389648438,158.22999572753906,162.0,158.66000366210938,5740300.0,152.96432495117188
2020-02-03,160.30999755859375,156.3800048828125,160.02999877929688,156.58999633789062,3927100.0,150.9686279296875
2020-02-04,159.9600067138672,157.0,159.77000427246094,157.24000549316406,4363900.0,151.59530639648438
2020-02-05,162.3300018310547,158.6999969482422,159.1199951171875,162.3300018310547,3118200.0,156.5025634765625
2020-02-06,165.0,162.47000122070312,164.49000549316406,162.88999938964844,3413800.0,157.04246520996094
2020-02-07,161.9199981689453,159.6300048828125,161.41000366210938,160.0800018310547,2736200.0,154.33334350585938
2020-02-10,161.25999450683594,158.8699951171875,160.2100067138672,160.14999389648438,2754800.0,154.4008331298828
2020-02-11,162.52000427246094,160.02000427246094,161.0,162.4499969482422,2275100.0,156.61827087402344
2020-02-12,165.0399932861328,163.57000732421875,164.24000549316406,163.8000030517578,2736400.0,157.9197998046875
2020-02-13,161.8699951171875,159.0,161.75999450683594,159.75999450683594,3413900.0,155.41961669921875
2020-02-14,161.13999938964844,158.82000732421875,159.85000610351562,161.00999450683594,2233500.0,156.6356658935547
2020-02-18,160.52999877929688,158.0399932861328,160.36000061035156,158.8800048828125,2478900.0,154.5635528564453
2020-02-19,160.47000122070312,158.36000061035156,159.0800018310547,159.33999633789062,2296400.0,155.0110321044922
2020-02-20,161.38999938964844,158.5,159.0,158.55999755859375,3275100.0,154.25222778320312
2020-02-21,158.58999633789062,156.1199951171875,158.3300018310547,156.92999267578125,3535300.0,152.66650390625
2020-02-24,154.7100067138672,152.22000122070312,154.4499969482422,152.5500030517578,3635600.0,148.405517578125
2020-02-25,153.44000244140625,145.97000122070312,153.30999755859375,146.85000610351562,5263400.0,142.86038208007812
2020-02-26,151.82000732421875,148.08999633789062,149.57000732421875,148.9600067138672,5152100.0,144.91305541992188
